run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_settings,run_threads,run_input1,run_input2,run_outputF_1P,run_outputF_1U,run_outputR_1P,run_outputR_1U,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_trailing,run_sliding_size,run_sliding_quality,run_MinLength,total_exe_time_s,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-446.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,20,10,3,3,10,3,MINLEN:36 MAXINFO:36:0.8,9.304558753967283,271532,7412.0,8192.0,7346.0,2048.0
run-879.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,16,8,3,3,10,15,MINLEN:36 MAXINFO:36:0.2,12.64355754852295,776232,7412.0,8192.0,3673.0,2048.0
run-461.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,20,10,3,3,25,15,MINLEN:36 MAXINFO:36:0.8,15.066934585571287,444006,7412.0,8192.0,3673.0,1638.0
run-742.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,30,15,33,33,10,33,MINLEN:36 MAXINFO:36:0.5,15.504530668258669,940534,7412.0,8192.0,3706.0,2048.0
run-700.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,30,15,15,15,10,15,MINLEN:36 MAXINFO:36:0.5,11.27149248123169,663359,7412.0,8192.0,3706.0,2048.0
run-887.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,16,8,3,3,10,33,MINLEN:36 MAXINFO:36:0.8,14.079742670059204,876231,7412.0,8192.0,3706.0,2048.0
run-958.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,16,8,33,33,10,33,MINLEN:36 MAXINFO:36:0.5,16.145713090896606,963919,7412.0,8192.0,3673.0,1638.0
run-669.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,30,15,3,3,10,33,MINLEN:36 MAXINFO:36:0.2,11.862430334091188,723443,7412.0,8192.0,7412.0,2048.0
run-788.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,20,10,3,3,25,26,MINLEN:36 MAXINFO:36:0.8,13.84094500541687,852237,7412.0,8192.0,7346.0,2048.0
run-756.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,20,10,3,3,4,3,MINLEN:36 MAXINFO:36:0.2,12.731416463851929,769285,7412.0,8192.0,3706.0,2048.0
run-844.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_4L.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4L.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,2,20,10,33,33,10,15,MINLEN:36 MAXINFO:36:0.5,13.841910123825071,856300,7412.0,8192.0,7346.0,2048.0
