run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_settings,run_threads,run_input1,run_input2,run_outputF_1P,run_outputF_1U,run_outputR_1P,run_outputR_1U,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_trailing,run_sliding_size,run_sliding_quality,run_MinLength,total_exe_time_s,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-875.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,4,33,MINLEN:36 MAXINFO:36:0.8,2.711658000946045,65010,7412.0,8192.0,7346.0,2048.0
run-816.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,25,3,MINLEN:36 MAXINFO:36:0.2,2.8779520988464355,68303,7412.0,8192.0,3706.0,2048.0
run-522.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,10,26,MINLEN:36 MAXINFO:36:0.2,2.631701707839966,61900,7412.0,8192.0,7346.0,2048.0
run-476.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,4,26,MINLEN:36 MAXINFO:36:0.8,3.8032593727111816,96101,7412.0,8192.0,7346.0,1638.0
run-542.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,4,3,MINLEN:36 MAXINFO:36:0.8,3.2372043132781982,77931,7412.0,8192.0,7346.0,2048.0
run-917.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,10,15,MINLEN:36 MAXINFO:36:0.8,2.214638948440552,49729,7412.0,8192.0,5272.0,2048.0
run-900.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,4,3,MINLEN:36 MAXINFO:36:0.2,2.7121999263763428,63764,7412.0,8192.0,7346.0,2048.0
run-607.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,25,26,MINLEN:36 MAXINFO:36:0.5,2.725687265396118,63860,7412.0,8192.0,7346.0,2048.0
run-496.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,25,15,MINLEN:36 MAXINFO:36:0.5,2.9383227825164795,69044,7412.0,8192.0,7346.0,2048.0
run-516.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,10,3,MINLEN:36 MAXINFO:36:0.2,2.716425657272339,62544,7412.0,8192.0,7346.0,1638.0
run-801.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,4,33,MINLEN:36 MAXINFO:36:0.2,2.8426623344421387,68979,7412.0,8192.0,3706.0,2048.0
run-529.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,25,3,MINLEN:36 MAXINFO:36:0.5,3.2748043537139893,79558,7412.0,8192.0,7346.0,1638.0
run-739.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,33,33,10,26,MINLEN:36 MAXINFO:36:0.5,2.931591033935547,70259,7412.0,8192.0,3706.0,2048.0
run-649.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,3,3,4,3,MINLEN:36 MAXINFO:36:0.5,2.678334951400757,61990,7412.0,8192.0,5272.0,2048.0
run-671.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,3,3,10,33,MINLEN:36 MAXINFO:36:0.8,2.3636889457702637,54324,7412.0,8192.0,3706.0,2048.0
run-807.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,10,15,MINLEN:36 MAXINFO:36:0.2,2.770848274230957,65324,7412.0,8192.0,7346.0,2048.0
run-899.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,25,33,MINLEN:36 MAXINFO:36:0.8,2.915407419204712,70758,7412.0,8192.0,7346.0,2048.0
run-933.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,25,33,MINLEN:36 MAXINFO:36:0.2,4.7783522605896,122539,7412.0,8192.0,5272.0,1638.0
run-802.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,4,33,MINLEN:36 MAXINFO:36:0.5,2.7786343097686768,65890,7412.0,8192.0,7346.0,2048.0
run-803.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,4,33,MINLEN:36 MAXINFO:36:0.8,3.029021978378296,73686,7412.0,8192.0,7412.0,2048.0
run-745.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,33,33,25,3,MINLEN:36 MAXINFO:36:0.5,2.873753547668457,68369,7412.0,8192.0,7346.0,2048.0
run-507.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,4,15,MINLEN:36 MAXINFO:36:0.2,9.377397060394289,255424,7412.0,8192.0,3673.0,1638.0
run-901.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,4,3,MINLEN:36 MAXINFO:36:0.5,3.0692882537841797,73456,7412.0,8192.0,3673.0,2048.0
run-904.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,4,15,MINLEN:36 MAXINFO:36:0.5,3.222517251968384,78285,7412.0,8192.0,3706.0,2048.0
run-864.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,4,3,MINLEN:36 MAXINFO:36:0.2,3.2703564167022705,80788,7412.0,8192.0,5272.0,1638.0
run-539.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,25,33,MINLEN:36 MAXINFO:36:0.8,2.680069923400879,63288,7412.0,8192.0,7346.0,2048.0
run-951.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,33,33,10,15,MINLEN:36 MAXINFO:36:0.2,3.016319751739502,72688,7412.0,8192.0,7346.0,2048.0
run-543.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,4,15,MINLEN:36 MAXINFO:36:0.2,2.7284045219421387,64397,7412.0,8192.0,7346.0,1638.0
run-599.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,15,15,10,33,MINLEN:36 MAXINFO:36:0.8,2.758605480194092,65230,7412.0,8192.0,7346.0,2048.0
run-464.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,3,3,25,26,MINLEN:36 MAXINFO:36:0.8,3.0374746322631836,72265,7412.0,8192.0,7346.0,1638.0
run-824.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,15,15,25,26,MINLEN:36 MAXINFO:36:0.8,2.8752236366271973,68794,7412.0,8192.0,3706.0,2048.0
run-944.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,33,33,4,26,MINLEN:36 MAXINFO:36:0.8,2.6501383781433105,62288,7412.0,8192.0,5272.0,2048.0
run-750.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,33,33,25,26,MINLEN:36 MAXINFO:36:0.2,3.082630157470703,74443,7412.0,8192.0,7346.0,2048.0
run-446.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,3,3,10,3,MINLEN:36 MAXINFO:36:0.8,5.375834703445435,139581,7412.0,8192.0,7346.0,1638.0
run-879.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,10,15,MINLEN:36 MAXINFO:36:0.2,2.7171878814697266,63571,7412.0,8192.0,5272.0,2048.0
run-461.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,3,3,25,15,MINLEN:36 MAXINFO:36:0.8,3.046053647994995,72284,7412.0,8192.0,3706.0,1638.0
run-742.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,33,33,10,33,MINLEN:36 MAXINFO:36:0.5,2.3205997943878174,53290,7412.0,8192.0,7346.0,2048.0
run-700.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,15,15,10,15,MINLEN:36 MAXINFO:36:0.5,2.929058313369751,69035,7412.0,8192.0,7346.0,2048.0
run-887.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,3,3,10,33,MINLEN:36 MAXINFO:36:0.8,3.226229667663574,78693,7412.0,8192.0,3706.0,2048.0
run-958.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,16,8,33,33,10,33,MINLEN:36 MAXINFO:36:0.5,2.964080333709717,72176,7412.0,8192.0,5272.0,2048.0
run-669.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,30,15,3,3,10,33,MINLEN:36 MAXINFO:36:0.2,2.673997163772583,63555,7412.0,8192.0,7346.0,2048.0
run-788.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,3,3,25,26,MINLEN:36 MAXINFO:36:0.8,3.1816084384918213,76040,7412.0,8192.0,3673.0,1638.0
run-756.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,3,3,4,3,MINLEN:36 MAXINFO:36:0.2,3.0746066570281982,74755,7412.0,8192.0,7346.0,2048.0
run-844.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,PE,50,/home/parallels/Documents/Trimmomatic/SRR8293759.1_1_40k.fastq.gz,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_40k.fastq.gz,Forward_1_paired.fastq,Forward_1_unpaired.fastq,Reverse_2_paired.fastq,Reverse_2_unpaired.fastq,5,20,10,33,33,10,15,MINLEN:36 MAXINFO:36:0.5,3.115346670150757,76608,7412.0,8192.0,7346.0,2048.0
